type,route_id,route_name,record_index,time,x,y,z,pitch,yaw,roll
record,1784830782255,test,87,2026-07-23T18:35:51.053227100+00:00,229904.312,-139075.156,22205.053,339.185028,320.994629,0
record,1784830782255,test,88,2026-07-23T18:36:01.402024100+00:00,255713.75,-156576.625,18675.125,344.32605,324.894714,0
record,1784830782255,test,89,2026-07-23T18:36:11.753283100+00:00,274262.188,-160942.031,16407.006,352.303741,324.185669,0
record,1784830782255,test,90,2026-07-23T18:36:22.103011200+00:00,293591.75,-163692.562,14567.508,350.176605,290.324524,0
record,1784830782255,test,91,2026-07-23T18:36:32.453904500+00:00,293686.062,-168791.25,14404.693,350.353912,244.763123,0
record,1784830782255,test,92,2026-07-23T18:36:42.803124600+00:00,295107.75,-178774.344,14434.121,342.021881,342.977173,0
record,1784830782255,test,93,2026-07-23T18:36:53.153398500+00:00,295107.75,-178774.344,14434.121,342.021881,342.977173,0
record,1784830782255,test,94,2026-07-23T18:37:03.504152900+00:00,297116.312,-185251.25,14333.533,342.622498,178.254211,0
record,1784830782255,test,95,2026-07-23T18:37:13.854146+00:00,296552.344,-185446.953,14341.855,346.579529,66.344887,0
record,1784830782255,test,96,2026-07-23T18:37:24.204424700+00:00,296018.719,-185378.391,14341.855,332.175323,181.894714,0
record,1784830782255,test,97,2026-07-23T18:37:34.553381+00:00,295686.156,-185125.031,14331.058,7.157028,176.933655,0
record,1784830782255,test,98,2026-07-23T18:37:44.902741+00:00,296034.812,-184950.203,14341.854,325.685608,64.866051,0
record,1784830782255,test,99,2026-07-23T18:37:55.252516300+00:00,295921.156,-185364.906,14341.854,349.561005,32.366398,0
record,1784830782255,test,100,2026-07-23T18:38:05.602950800+00:00,295986.375,-184929.422,14341.854,350.893585,28.758011,0
record,1784830782255,test,101,2026-07-23T18:38:15.952939600+00:00,295470.125,-185251.906,14341.854,348.515991,359.175201,0
record,1784830782255,test,102,2026-07-23T18:38:26.302252+00:00,295434.469,-185246.031,14341.854,354.231537,1.481393,0
record,1784830782255,test,103,2026-07-23T18:38:36.650552800+00:00,295434.469,-185246.031,14341.854,346.785767,355.554993,0
record,1784830782255,test,104,2026-07-23T18:38:47.000491900+00:00,296100.406,-185630.031,14353.065,344.416351,254.988464,0
record,1784830782255,test,105,2026-07-23T18:38:57.350410400+00:00,296202.375,-184938.656,14654.682,326.846161,17.957914,0
record,1784830782255,test,106,2026-07-23T18:39:07.700967800+00:00,296727.344,-184746.625,14664.884,294.022644,11.844419,0
record,1784830782255,test,107,2026-07-23T18:39:18.050869700+00:00,296805.562,-184725.125,14669.214,294.109985,267.112183,0
record,1784830782255,test,108,2026-07-23T18:39:28.399955700+00:00,296771.812,-185227.062,14343.282,336.782501,195.206406,0
record,1784830782255,test,109,2026-07-23T18:39:38.752254400+00:00,296698.312,-185103.875,14311.855,341.847748,277.57016,0
record,1784830782255,test,110,2026-07-23T18:39:49.102839400+00:00,295773.5,-185822.844,14436.623,336.383179,98.971794,0
record,1784830782255,test,111,2026-07-23T18:39:59.453343900+00:00,296030.719,-185462.453,14652.146,358.385223,357.138824,0
record,1784830782255,test,112,2026-07-23T18:40:09.802413900+00:00,295524.375,-185401.109,14587.931,353.63031,333.868164,0
record,1784830782255,test,113,2026-07-23T18:40:20.152430600+00:00,295493.281,-185193.859,14583.623,349.534149,339.282654,0
record,1784830782255,test,114,2026-07-23T18:40:30.501840+00:00,295461.406,-185177.484,14580.745,351.993347,341.101257,0
record,1784830782255,test,115,2026-07-23T18:40:40.850200400+00:00,295702.75,-185232.406,14341.854,336.798035,311.185181,0
record,1784830782255,test,116,2026-07-23T18:40:51.199165200+00:00,295639.375,-185348.375,14399.002,327.950287,93.006638,0
record,1784830782255,test,117,2026-07-23T18:41:01.548316+00:00,295627.062,-185259.391,14341.854,348.51651,345.212494,0
record,1784830782255,test,118,2026-07-23T18:41:11.897701800+00:00,295772.219,-185273.438,14311.854,336.011841,321.026123,0
record,1784830782255,test,119,2026-07-23T18:41:22.249731400+00:00,295437.156,-185215.297,14341.854,330.353577,334.14325,0
record,1784830782255,test,120,2026-07-23T18:41:32.600289200+00:00,295475.531,-185222.094,14311.854,349.348328,342.690765,0
record,1784830782255,test,121,2026-07-23T18:41:42.949545200+00:00,295657.125,-185265.609,14341.855,350.156281,331.318115,0
record,1784830782255,test,122,2026-07-23T18:41:53.300657700+00:00,295542.438,-185255.141,14341.854,346.38266,347.868561,0
record,1784830782255,test,123,2026-07-23T18:42:03.713431200+00:00,295542.438,-185255.141,14341.854,346.38266,347.868561,0
record,1784830782255,test,124,2026-07-23T18:42:14.065820100+00:00,295446.688,-185256.141,14341.854,338.389618,1.804799,0
record,1784830782255,test,125,2026-07-23T18:42:24.417403600+00:00,295515.406,-185253.828,14341.854,338.231201,341.227051,0
record,1784830782255,test,126,2026-07-23T18:42:34.767046600+00:00,295437.094,-185215.25,14341.854,347.886536,335.528748,0
record,1784830782255,test,127,2026-07-23T18:42:45.116451300+00:00,295447.75,-185256.734,14341.854,354.044861,352.588623,0
record,1784830782255,test,128,2026-07-23T18:42:55.467783400+00:00,295489.344,-185240.109,14341.854,314.828583,324.953735,0
record,1784830782255,test,129,2026-07-23T18:43:05.818079300+00:00,295489.344,-185240.109,14311.854,326.700226,328.436188,0
record,1784830782255,test,130,2026-07-23T18:43:16.168657+00:00,295489.344,-185240.109,14311.854,326.700226,328.436188,0
record,1784830782255,test,131,2026-07-23T18:43:26.518178900+00:00,295489.344,-185240.109,14311.854,326.700226,328.436188,0
record,1784830782255,test,132,2026-07-23T18:43:36.868808900+00:00,295489.344,-185240.109,14311.854,326.700226,328.436188,0
record,1784830782255,test,133,2026-07-23T18:43:47.220525200+00:00,295489.344,-185240.109,14311.854,326.700226,328.436188,0
record,1784830782255,test,134,2026-07-23T18:43:57.569593800+00:00,295515.688,-185261.734,14311.854,334.139709,299.786224,0
record,1784830782255,test,135,2026-07-23T18:44:07.919731700+00:00,295498.531,-185296.109,14312.255,355.982208,357.491577,0
record,1784830782255,test,136,2026-07-23T18:44:18.269803800+00:00,295497.812,-185271.781,14311.854,342.846405,3.031877,0
record,1784830782255,test,137,2026-07-23T18:44:28.620595400+00:00,295446,-185255.375,14311.854,341.26355,11.57931,0
record,1784830782255,test,138,2026-07-23T18:44:38.969823500+00:00,295606.75,-185213.125,14311.854,317.867462,170.948715,0
record,1784830782255,test,139,2026-07-23T18:44:49.319570+00:00,295442.75,-185246.031,14311.854,324.673798,355.195618,0
record,1784830782255,test,140,2026-07-23T18:44:59.671477+00:00,295820.875,-185396.703,14316.95,348.258545,19.255411,0
record,1784830782255,test,141,2026-07-23T18:45:10.023357700+00:00,297085.031,-185310.719,14331.065,318.02533,188.835464,0
record,1784830782255,test,142,2026-07-23T18:45:20.374511900+00:00,296533.312,-185293.141,14341.855,345.412689,169.980423,0
record,1784830782255,test,143,2026-07-23T18:45:30.727725800+00:00,295465.688,-185244.625,14341.855,333.699432,345.83786,0
record,1784830782255,test,144,2026-07-23T18:45:41.078926200+00:00,295987.156,-185385.766,14341.855,338.870728,20.396416,0
record,1784830782255,test,145,2026-07-23T18:45:51.427423100+00:00,295918.406,-185306.484,14341.855,323.357819,157.315201,0
record,1784830782255,test,146,2026-07-23T18:46:01.776787200+00:00,295457,-185269.531,14341.854,329.847198,314.548889,0
record,1784830782255,test,147,2026-07-23T18:46:12.125470200+00:00,295460.906,-185287.266,14342.183,344.755798,357.309113,0
record,1784830782255,test,148,2026-07-23T18:46:22.477136+00:00,295438.688,-185196.516,14341.854,324.258698,327.127533,0
record,1784830782255,test,149,2026-07-23T18:46:32.826668900+00:00,295455.531,-185266.125,14341.854,341.200165,346.301025,0
record,1784830782255,test,150,2026-07-23T18:46:43.176240300+00:00,295461.656,-185392.391,14342.255,321.5867,297.679352,0
record,1784830782255,test,151,2026-07-23T18:46:53.525712300+00:00,295463.344,-185284.688,14342.14,356.349854,357.184021,0
record,1784830782255,test,152,2026-07-23T18:47:03.875310700+00:00,295474,-185262.781,14341.854,335.7052,353.593384,0
record,1784830782255,test,153,2026-07-23T18:47:14.223870900+00:00,295507.812,-185301.938,14342.246,341.33371,359.977325,0
record,1784830782255,test,154,2026-07-23T18:47:24.574269300+00:00,295454.812,-185252.375,14341.854,294.480408,341.141388,0
record,1784830782255,test,155,2026-07-23T18:47:34.926004600+00:00,295459.969,-185268,14341.854,348.030609,357.786835,0
record,1784830782255,test,156,2026-07-23T18:47:45.277572300+00:00,295460.312,-185286.156,14342.235,341.420441,335.953461,0
record,1784830782255,test,157,2026-07-23T18:47:55.627605600+00:00,295472.844,-185286.781,14342.142,342.503082,10.276629,0
record,1784830782255,test,158,2026-07-23T18:48:05.978785800+00:00,295441.156,-185409.906,14342.142,326.357819,50.639935,0
record,1784830782255,test,159,2026-07-23T18:48:16.330578900+00:00,295468.25,-185308.328,14342.255,342.186554,1.887478,0
record,1784830782255,test,160,2026-07-23T18:48:26.681346500+00:00,295467.562,-185301.688,14342.255,344.877411,4.261646,0
record,1784830782255,test,161,2026-07-23T18:48:37.032683+00:00,295506.031,-185275.484,14341.854,344.307648,356.220642,0
record,1784830782255,test,162,2026-07-23T18:48:47.384350300+00:00,295497.375,-185274.328,14341.854,347.326263,2.196619,0
record,1784830782255,test,163,2026-07-23T18:48:57.735146100+00:00,295597.812,-185264.656,14341.854,325.343628,347.312225,0
record,1784830782255,test,164,2026-07-23T18:49:08.087844300+00:00,295491.375,-185281.656,14341.854,329.413208,338.819031,0
record,1784830782255,test,165,2026-07-23T18:49:18.439392100+00:00,295553.594,-185216.141,14341.854,341.19754,353.980713,0
record,1784830782255,test,166,2026-07-23T18:49:28.789647300+00:00,295597.688,-185264.594,14341.854,343.310913,346.185516,0
record,1784830782255,test,167,2026-07-23T18:49:39.141710+00:00,295515.469,-185266.422,14341.854,354.454163,352.516907,0
record,1784830782255,test,168,2026-07-23T18:49:49.494105600+00:00,295461.844,-185287.641,14342.255,331.192108,353.127563,0
record,1784830782255,test,169,2026-07-23T18:49:59.846354200+00:00,295487.219,-185277.297,14341.854,356.813202,354.867188,0
record,1784830782255,test,170,2026-07-23T18:50:10.196941900+00:00,295454.875,-185200.141,14341.854,322.534027,345.215424,0
record,1784830782255,test,171,2026-07-23T18:50:20.547509600+00:00,295438.688,-185196.703,14341.854,317.531921,312.428894,0
record,1784830782255,test,172,2026-07-23T18:50:30.898465600+00:00,295438.688,-185196.703,14341.854,341.908203,333.639496,0
record,1784830782255,test,173,2026-07-23T18:50:41.248326800+00:00,295444.562,-185200.562,14341.854,308.196869,349.757355,0
record,1784830782255,test,174,2026-07-23T18:50:51.599734400+00:00,295463.875,-185218.719,14341.854,307.759491,326.823242,0
record,1784830782255,test,175,2026-07-23T18:51:01.951222500+00:00,295459.562,-185198.719,14341.854,315.549286,275.57959,0
record,1784830782255,test,176,2026-07-23T18:51:12.301725800+00:00,295436.688,-185250.516,14341.854,350.44986,347.382385,0
record,1784830782255,test,177,2026-07-23T18:51:22.653270100+00:00,295453.156,-185197.812,14341.854,325.058746,326.963348,0
record,1784830782255,test,178,2026-07-23T18:51:33.004455600+00:00,295451.75,-185207.891,14341.854,353.544647,327.997284,0
record,1784830782255,test,179,2026-07-23T18:51:43.355385800+00:00,295452.031,-185218.672,14341.854,294.287933,306.210266,0
record,1784830782255,test,180,2026-07-23T18:51:53.704026800+00:00,295557.031,-185238.359,14341.854,2.197697,324.382172,0
record,1784830782255,test,181,2026-07-23T18:52:04.053766600+00:00,295495.375,-185238.578,14341.854,1.589628,335.322906,0
record,1784830782255,test,182,2026-07-23T18:52:14.406472+00:00,295438.719,-185196.547,14341.854,322.690491,293.159485,0
record,1784830782255,test,183,2026-07-23T18:52:24.757197100+00:00,295438.656,-185196.469,14341.854,322.532135,337.163391,0
record,1784830782255,test,184,2026-07-23T18:52:35.107338+00:00,295438.656,-185196.469,14341.854,338.835815,341.278656,0
record,1784830782255,test,185,2026-07-23T18:52:45.455875400+00:00,295481.094,-185415.281,14342.254,313.509918,275.430695,0
record,1784830782255,test,186,2026-07-23T18:52:55.806261800+00:00,295407.969,-185541.469,14342.255,280.269806,27.814781,0
record,1784830782255,test,187,2026-07-23T18:53:06.156547100+00:00,295456.469,-185198.375,14341.854,341.808319,340.77829,0
record,1784830782255,test,188,2026-07-23T18:53:16.507378100+00:00,295452.344,-185261.953,14341.854,334.526703,344.261047,0
record,1784830782255,test,189,2026-07-23T18:53:26.857242600+00:00,295443.312,-185254.031,14341.854,346.398407,347.426727,0
record,1784830782255,test,190,2026-07-23T18:53:37.206915+00:00,295547.719,-185222.906,14341.854,340.541718,337.771179,0
record,1784830782255,test,191,2026-07-23T18:53:47.557824100+00:00,295558.906,-185261.031,14341.854,333.102417,338.562866,0
record,1784830782255,test,192,2026-07-23T18:53:57.908050900+00:00,295690.188,-185219.422,14341.854,312.208771,293.292877,0
record,1784830782255,test,193,2026-07-23T18:54:08.260811900+00:00,295623.719,-184981.984,14301.058,322.180511,218.739502,0
record,1784830782255,test,194,2026-07-23T18:54:18.611515700+00:00,295578.562,-185228.672,14341.854,311.891296,209.875351,0
record,1784830782255,test,195,2026-07-23T18:54:28.962109+00:00,296767.562,-185253.188,14343.569,339.116913,4.205863,0
record,1784830782255,test,196,2026-07-23T18:54:39.312453500+00:00,296489.281,-185357.609,14341.855,335.023041,176.576736,0
record,1784830782255,test,197,2026-07-23T18:54:49.664010400+00:00,295839.969,-185259.75,14311.855,329.007996,214.723953,0
record,1784830782255,test,198,2026-07-23T18:55:00.015908200+00:00,295973.125,-185023.984,14311.856,336.447601,57.386154,0
record,1784830782255,test,199,2026-07-23T18:55:10.368939+00:00,297784.062,-184640.812,14332.144,348.477356,1.668801,0
record,1784830782255,test,200,2026-07-23T18:55:20.720427200+00:00,303196.812,-186172.844,14324.092,333.598358,51.687809,0
record,1784830782255,test,201,2026-07-23T18:55:31.071509500+00:00,299756.812,-185169.391,14324.15,348.793854,129.090195,0
record,1784830782255,test,202,2026-07-23T18:55:41.423199600+00:00,297807.281,-182773.391,14310.16,349.268524,137.796066,0
record,1784830782255,test,203,2026-07-23T18:55:51.774834800+00:00,297503.094,-180528,14315.422,354.175232,146.343658,0
record,1784830782255,test,204,2026-07-23T18:56:02.125611600+00:00,296788.094,-181191.375,14355.744,344.835999,173.727249,0
record,1784830782255,test,205,2026-07-23T18:56:12.476895900+00:00,293476.375,-179798.5,14625.238,307.004974,269.332947,0
record,1784830782255,test,206,2026-07-23T18:56:22.828589900+00:00,293317.656,-179780.359,14596.391,350.217438,87.619041,0
record,1784830782255,test,207,2026-07-23T18:56:33.178548200+00:00,293768.906,-179568.141,14646.851,298.231506,24.764751,0
record,1784830782255,test,208,2026-07-23T18:56:43.528682800+00:00,293768.906,-179568.141,14646.851,298.231506,24.764751,0
record,1784830782255,test,209,2026-07-23T18:56:53.879004300+00:00,292216.562,-182364.234,14336.141,305.252502,322.966766,0
record,1784830782255,test,210,2026-07-23T18:57:04.230809300+00:00,291293.688,-182517.25,14306.231,353.10434,175.918762,0
record,1784830782255,test,211,2026-07-23T18:57:14.583362100+00:00,293056.312,-180261.594,14411.842,341.232635,16.206951,0
record,1784830782255,test,212,2026-07-23T18:57:24.936186800+00:00,294325.312,-180186.031,14625.11,327.461456,92.659889,0
record,1784830782255,test,213,2026-07-23T18:57:35.289020+00:00,294325.312,-180186.031,14625.11,327.461456,92.659889,0
record,1784830782255,test,214,2026-07-23T18:57:45.639819900+00:00,294325.312,-180186.031,14625.11,327.461456,92.659889,0
record,1784830782255,test,215,2026-07-23T18:57:55.990519+00:00,294325.312,-180186.031,14625.11,327.461456,92.659889,0
record,1784830782255,test,216,2026-07-23T18:58:06.341447900+00:00,294325.312,-180186.031,14625.11,327.461456,92.659889,0
record,1784830782255,test,217,2026-07-23T18:58:16.692273800+00:00,294325.312,-180186.031,14625.11,327.461456,92.659889,0
record,1784830782255,test,218,2026-07-23T18:58:27.044850200+00:00,293665.094,-179947.922,14618.863,338.541687,118.777336,0
record,1784830782255,test,219,2026-07-23T18:58:37.395367700+00:00,293665.094,-179947.922,14618.863,338.541687,118.777336,0
record,1784830782255,test,220,2026-07-23T18:58:47.746984600+00:00,293484.594,-179736.719,14633.509,336.142761,127.718643,0
record,1784830782255,test,221,2026-07-23T18:58:58.098688600+00:00,294266.156,-180079.266,14630.729,336.142456,271.022888,0
record,1784830782255,test,222,2026-07-23T18:59:08.449612600+00:00,293640.344,-179635.141,14639.104,355.275635,132.404907,0
record,1784830782255,test,223,2026-07-23T18:59:18.799556800+00:00,293861.125,-179777.406,14635.236,339.78476,255.324066,0
record,1784830782255,test,224,2026-07-23T18:59:29.149948900+00:00,294274.281,-180664.594,14576.528,345.482758,273.685364,0
record,1784830782255,test,225,2026-07-23T18:59:39.500067800+00:00,294274.281,-180664.594,14576.528,338.676453,226.35733,0
record,1784830782255,test,226,2026-07-23T18:59:49.850326800+00:00,294274.281,-180664.594,14576.528,338.676453,226.35733,0
record,1784830782255,test,227,2026-07-23T19:00:00.202450+00:00,294007.906,-180941.938,14546.528,336.426331,219.731674,0
record,1784830782255,test,228,2026-07-23T19:00:10.553413400+00:00,294007.906,-180941.938,14546.528,345.923645,160.373886,0
record,1784830782255,test,229,2026-07-23T19:00:20.903232+00:00,294012.812,-180944.219,14546.528,343.865906,97.533737,0
record,1784830782255,test,230,2026-07-23T19:00:31.257217800+00:00,294012.812,-180944.219,14546.528,344.973969,201.266174,0
record,1784830782255,test,231,2026-07-23T19:00:41.609539700+00:00,294012.812,-180944.219,14546.528,340.54184,78.909904,0
record,1784830782255,test,232,2026-07-23T19:00:51.962183900+00:00,294012.812,-180944.219,14546.528,341.649841,46.302681,0
record,1784830782255,test,233,2026-07-23T19:01:02.314937700+00:00,294012.812,-180944.219,14546.528,341.649841,46.302681,0
record,1784830782255,test,234,2026-07-23T19:01:12.666086+00:00,294012.812,-180944.219,14546.528,332.627716,285.371002,0
record,1784830782255,test,235,2026-07-23T19:01:23.019621700+00:00,294085.188,-180867.25,14564.535,317.719971,17.751085,0
record,1784830782255,test,236,2026-07-23T19:01:33.369661800+00:00,294225.844,-179689.141,14655.731,342.747162,149.26387,0
record,1784830782255,test,237,2026-07-23T19:01:43.719225+00:00,294225.844,-179689.141,14655.731,319.827057,141.539627,0
record,1784830782255,test,238,2026-07-23T19:01:54.071904700+00:00,294469.125,-180002.375,14641.029,342.12851,187.16806,0
record,1784830782255,test,239,2026-07-23T19:02:04.422810700+00:00,294478.312,-180297.453,14621.573,350.403931,287.725586,0
record,1784830782255,test,240,2026-07-23T19:02:14.772723400+00:00,294356.406,-180373.016,14613.426,335.964996,182.433533,0
record,1784830782255,test,241,2026-07-23T19:02:25.123058500+00:00,293794.75,-179842.422,14629.207,337.306366,141.548904,0
record,1784830782255,test,242,2026-07-23T19:02:35.473799900+00:00,294370.531,-180023.281,14637.122,332.359802,250.059647,0
record,1784830782255,test,243,2026-07-23T19:02:45.826779300+00:00,294334.375,-179975.75,14639.372,310.832794,290.210693,0
record,1784830782255,test,244,2026-07-23T19:02:56.178461800+00:00,294444.938,-180787.828,14336.141,340.432281,280.238647,0
record,1784830782255,test,245,2026-07-23T19:03:06.531605800+00:00,293430.406,-182182.297,14336.141,358.501129,158.979797,0
record,1784830782255,test,246,2026-07-23T19:03:16.884583700+00:00,293476.781,-181862.266,14576.485,320.723907,101.733482,0
record,1784830782255,test,247,2026-07-23T19:03:27.235414800+00:00,293478.812,-181861.641,14576.485,316.849243,176.291473,0
record,1784830782255,test,248,2026-07-23T19:03:37.587470300+00:00,293511.656,-181748.656,14576.485,310.052826,80.057861,0
record,1784830782255,test,249,2026-07-23T19:03:47.938385400+00:00,293515.656,-181635.094,14576.48,316.171356,165.44838,0
record,1784830782255,test,250,2026-07-23T19:03:58.291216400+00:00,293515.656,-181635.094,14576.48,345.913971,215.845123,0
record,1784830782255,test,251,2026-07-23T19:04:08.640832500+00:00,293515.656,-181635.094,14576.48,337.429779,178.235977,0
record,1784830782255,test,252,2026-07-23T19:04:18.991182600+00:00,293507.406,-181626.547,14576.48,318.242157,65.915138,0
record,1784830782255,test,253,2026-07-23T19:04:29.342584600+00:00,293479.719,-181836.109,14576.48,332.41925,159.228073,0
record,1784830782255,test,254,2026-07-23T19:04:39.693409700+00:00,293479.719,-181836.109,14576.48,345.234894,17.32239,0
record,1784830782255,test,255,2026-07-23T19:04:50.045343900+00:00,293479.719,-181836.109,14576.48,340.952362,40.535625,0
record,1784830782255,test,256,2026-07-23T19:05:00.396157600+00:00,293483.094,-181565.594,14591.918,339.685852,71.401543,0
record,1784830782255,test,257,2026-07-23T19:05:10.747795+00:00,294245,-180020.344,14634.119,352.146545,98.921623,0
record,1784830782255,test,258,2026-07-23T19:05:21.098857600+00:00,294314.406,-180211.734,14593.118,353.655701,82.955284,0
record,1784830782255,test,259,2026-07-23T19:05:31.452105200+00:00,294140.812,-179931.156,14607.417,18.499729,76.699928,0
record,1784830782255,test,260,2026-07-23T19:05:41.804237100+00:00,294281.312,-179920.484,14641.567,18.659191,68.535873,0
record,1784830782255,test,261,2026-07-23T19:05:52.155887400+00:00,293955.062,-179977.109,14624.305,344.380188,271.897583,0
record,1784830782255,test,262,2026-07-23T19:06:02.505642200+00:00,298383.969,-183927.422,14324.628,345.804718,240.714722,0
record,1784830782255,test,263,2026-07-23T19:06:12.857001100+00:00,297462.75,-185486.266,14425.166,324.336365,18.257923,0
record,1784830782255,test,264,2026-07-23T19:06:23.209223400+00:00,298564.938,-178418.031,14439.628,346.673828,100.871445,0
record,1784830782255,test,265,2026-07-23T19:06:33.560290400+00:00,298540.344,-169042.5,14285.955,344.01474,101.757874,0
record,1784830782255,test,266,2026-07-23T19:06:43.910952300+00:00,297916.594,-165632.594,14409.826,344.546478,84.207001,0
record,1784830782255,test,267,2026-07-23T19:06:54.260793100+00:00,298256.344,-163762.906,14515.771,350.028381,73.215317,0
record,1784830782255,test,268,2026-07-23T19:07:04.611970300+00:00,300016.938,-158286.25,15873.062,337.087341,223.90506,0
record,1784830782255,test,269,2026-07-23T19:07:14.963518700+00:00,293422.219,-158180.359,15694.736,332.832825,257.056854,0
record,1784830782255,test,270,2026-07-23T19:07:25.316418600+00:00,294428.5,-164563.172,14499.571,345.065033,21.686338,0
record,1784830782255,test,271,2026-07-23T19:07:35.669069400+00:00,292292.719,-163718.594,14632.942,350.737854,175.389801,0
record,1784830782255,test,272,2026-07-23T19:07:46.021089600+00:00,280467.812,-163421.406,15717.631,351.801605,142.769897,0
record,1784830782255,test,273,2026-07-23T19:07:56.375384200+00:00,277325.125,-163891.359,15868.439,343.115234,204.464157,0
record,1784830782255,test,274,2026-07-23T19:08:06.726993900+00:00,277187.688,-163775.219,15906.396,342.48233,353.308655,0
record,1784830782255,test,275,2026-07-23T19:08:17.077608800+00:00,276753.781,-163563.562,15980.941,336.942322,179.929932,0
record,1784830782255,test,276,2026-07-23T19:08:27.429461400+00:00,277535.281,-163292.094,15855.251,312.566193,330.673798,0
record,1784830782255,test,277,2026-07-23T19:08:37.780579900+00:00,277535.281,-163292.094,15855.251,312.566193,330.673798,0
record,1784830782255,test,278,2026-07-23T19:08:48.130523900+00:00,277535.281,-163292.094,15855.251,312.566193,330.673798,0
record,1784830782255,test,279,2026-07-23T19:08:58.482199200+00:00,277535.281,-163292.094,15855.251,312.566193,330.673798,0
record,1784830782255,test,280,2026-07-23T19:09:08.835547100+00:00,277535.281,-163292.094,15855.251,312.566193,330.673798,0
record,1784830782255,test,281,2026-07-23T19:09:19.186533500+00:00,277535.281,-163292.094,15855.251,312.566193,330.673798,0
record,1784830782255,test,282,2026-07-23T19:09:29.541089500+00:00,277535.281,-163292.094,15855.251,312.566193,330.673798,0
record,1784830782255,test,283,2026-07-23T19:09:39.894611500+00:00,277372.219,-163732.688,15879.395,330.452515,246.622894,0
record,1784830782255,test,284,2026-07-23T19:09:50.246170400+00:00,279066.844,-162170.578,15873.584,354.576935,336.120911,0
record,1784830782255,test,285,2026-07-23T19:10:00.596865900+00:00,288741.875,-162900.75,14867.415,16.559772,62.811897,0
record,1784830782255,test,286,2026-07-23T19:10:10.948399100+00:00,292354.906,-162446.359,14577.171,344.930878,11.485288,0
record,1784830782255,test,287,2026-07-23T19:10:21.299263400+00:00,296500.219,-161849.625,14440.113,352.471222,237.718506,0
record,1784830782255,test,288,2026-07-23T19:10:31.651347400+00:00,296323.844,-162569.422,14407.485,342.713074,222.658997,0
record,1784830782255,test,289,2026-07-23T19:10:42.003041700+00:00,296250.5,-162908.672,14402.369,347.277893,115.903809,0
record,1784830782255,test,290,2026-07-23T19:10:52.354933200+00:00,295778.25,-162456.547,14372.369,311.248138,114.707329,0
record,1784830782255,test,291,2026-07-23T19:11:02.705498700+00:00,295778.25,-162456.547,14372.369,311.248138,114.707329,0
record,1784830782255,test,292,2026-07-23T19:11:13.057633500+00:00,295778.25,-162456.547,14372.369,311.248138,114.707329,0
record,1784830782255,test,293,2026-07-23T19:11:23.410897900+00:00,296541.031,-162627.141,14395.497,348.128906,268.616821,0
record,1784830782255,test,294,2026-07-23T19:11:33.764161900+00:00,294219.688,-167634.109,14303.735,345.437805,262.602386,0
record,1784830782255,test,295,2026-07-23T19:11:44.115998800+00:00,293061.688,-173785.938,14371.17,312.671295,306.448578,0
record,1784830782255,test,296,2026-07-23T19:11:54.467257800+00:00,294076.219,-175321.266,14336.143,336.256256,334.14917,0
record,1784830782255,test,297,2026-07-23T19:12:04.818024100+00:00,293270.25,-175504.375,14372.98,358.443085,139.046066,0
record,1784830782255,test,298,2026-07-23T19:12:15.169070+00:00,291311.781,-177557.812,14338.215,16.705351,41.074608,0
record,1784830782255,test,299,2026-07-23T19:12:25.520084700+00:00,292215.906,-177622.328,14336.037,351.504913,343.245789,0
record,1784830782255,test,300,2026-07-23T19:12:35.870688700+00:00,293867.406,-178642.125,14337.683,33.914639,42.865295,0
record,1784830782255,test,301,2026-07-23T19:12:46.222539100+00:00,294337.406,-180583.766,14576.482,341.679291,67.399765,0
record,1784830782255,test,302,2026-07-23T19:12:56.575537400+00:00,293951.656,-178120.812,14349.692,295.300415,36.692081,0
record,1784830782255,test,303,2026-07-23T19:13:06.928494600+00:00,293234.125,-178083.906,14336.755,343.050598,143.827805,0
record,1784830782255,test,304,2026-07-23T19:13:17.281327+00:00,294638.219,-179334.109,14349.077,335.294159,72.915268,0
record,1784830782255,test,305,2026-07-23T19:13:27.632807100+00:00,295934.469,-177934.344,15046.584,346.532227,136.759293,0
record,1784830782255,test,306,2026-07-23T19:13:37.985318400+00:00,296001.25,-177975.844,15036.217,7.265259,152.636414,0
record,1784830782255,test,307,2026-07-23T19:13:48.337045100+00:00,295502.531,-177600.422,14996.459,16.25691,131.970856,0
record,1784830782255,test,308,2026-07-23T19:13:58.688086400+00:00,295502.531,-177600.422,14996.459,340.958557,339.381836,0
record,1784830782255,test,309,2026-07-23T19:14:09.041110200+00:00,295851.219,-177618.594,15147.602,328.136688,328.934814,0
record,1784830782255,test,310,2026-07-23T19:14:19.393606200+00:00,294986.906,-177472.359,15540.474,328.452606,124.268837,0
record,1784830782255,test,311,2026-07-23T19:14:29.746064300+00:00,292391,-176126.391,15577.104,336.840973,70.134956,0
record,1784830782255,test,312,2026-07-23T19:14:40.098136500+00:00,292287.312,-174765.031,15212.938,334.150269,49.082626,0
record,1784830782255,test,313,2026-07-23T19:14:50.449799300+00:00,293503.438,-177056.812,15477.898,323.544556,290.841797,0
record,1784830782255,test,314,2026-07-23T19:15:00.802340+00:00,295623.125,-177850.719,15032.884,330.9841,134.770233,0
record,1784830782255,test,315,2026-07-23T19:15:11.153943900+00:00,294068.438,-178645.125,14308.389,323.385712,136.1409,0
